,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,A.1_Expected Annual Damage,A.1_Dike Investment Costs,A.1_Expected Number of Deaths,A.2_Expected Annual Damage,A.2_Dike Investment Costs,A.2_Expected Number of Deaths,A.3_Expected Annual Damage,A.3_Dike Investment Costs,A.3_Expected Number of Deaths,A.4_Expected Annual Damage,A.4_Dike Investment Costs,A.4_Expected Number of Deaths,A.5_Expected Annual Damage,A.5_Dike Investment Costs,A.5_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs
1182,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,6,2,5,7,1,2,0,0,7,0,0,0,0,0,0,0.0,176911057.71090558,0.0,0.0,177725050.68724,0.0,24527569.23061128,34221561.73832255,0.053770707616952185,16203715.035668349,0.0,0.009990148655274247,82648236.27843453,0.0,0.091406694604044,684100000.0,0.0
1183,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,6,5,5,0,1,1,0,0,0,0,3,6,7,0,2,0.0,204851657.20973802,0.0,30515299.30163836,77797112.44472042,0.03537369074139194,76444785.46568763,0.0,0.1668471269088878,613802.9661748549,22374727.640758883,0.00034996271254568825,0.0,79084435.94406682,0.0,558500000.0,0.0
1184,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,3,5,0,0,0,5,0,1,2,3,1,0,6,6,0.0,185485314.0537249,0.0,44197015.5138625,0.0,0.05086937309248438,0.0,52811167.63503672,0.0,0.0,23850184.958490238,0.0,0.0,89542814.51096618,0.0,377300000.0,0.0
1185,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,2,1,0,3,0,0,2,0,0,4,0.0,0.0,0.0,21220709.947362997,82526679.5239558,0.024579570349454072,15083969.066678707,45324187.55237766,0.03319918352608052,350571.6819987461,7332080.219521779,0.00020683927600418273,7158480.945323732,33377116.55719709,0.007892404593301627,1020400000.0,0.0
1186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,10,1,1,2,0,3,1,3,0,1,71884586.54377799,66507014.9338145,0.022090527997591126,540211.4165498452,221440566.1774893,0.00022482901418336424,8673779.053873949,65000908.30641317,0.006969660354349101,2034594.7549878554,15444563.06553661,0.00041764323671727326,0.0,58044072.09764524,0.0,0.0,896.5998260897151
1187,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,3,4,0,2,4,6,6,0,3,4,1,3,0,64681904.03956115,104000676.5449382,0.05504227362661039,0.0,102336429.85235605,0.0,0.0,106256465.71571217,0.0,129856.569928288,19176830.963968083,7.504484517764098e-05,0.0,56425877.743436806,0.0,286800000.0,0.0
1188,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,6,6,5,6,1,4,0,0,1,0,3,0,7,0,3,0.0,215771944.13273668,0.0,0.0,180339828.74769464,0.0,91774944.29444812,20299287.62732069,0.20076221235082384,2854215.845469454,8453407.696608048,0.0016955308682941477,0.0,82593104.13074732,0.0,520200000.0,0.0
1189,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,10,7,2,0,0,0,6,0,4,7,1,3,0,7,1,0.0,256413145.59317264,0.0,61717578.33944182,0.0,0.07077474690426461,0.0,63699598.27434066,0.0,0.0,33318869.869345196,0.0,4446714.943957068,75869639.77914998,0.004885351725059644,340700000.0,0.0
1190,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,7,6,0,1,1,6,3,0,0,1,2,3,0,1,0.0,182604405.67073452,0.0,17482418.94382778,77797112.44472042,0.020297194721739308,0.0,61001668.01785916,0.0,7222200.827003883,13903423.98391871,0.004450891218737823,0.0,58044072.09764524,0.0,937900000.0,0.0
1191,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,7,4,6,0,5,0,7,3,5,0,0,1,0,0,1,0.0,216541799.28805792,0.0,10976355.356150331,59410102.93073928,0.012627984346857166,0.0,105134708.4018905,0.0,6655088.18987722,6320800.309666242,0.004155203473234779,89470274.47954233,25037214.086173728,0.09930480006265514,540600000.0,0.0
1192,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,5,6,0,1,0,0,3,0,2,0,0,0,0,0.0,88511693.9986257,0.0,0.0,112832601.01821715,0.0,24527569.23061128,24198032.45136138,0.053770707616952185,6565436.346896234,7332080.219521779,0.00412327676803733,109912076.2479358,0.0,0.12210674855299461,635500000.0,0.0
1193,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,7,1,5,2,1,1,0,0,0,0,1,0,0,0,1,0.0,180120614.91322458,0.0,3988786.012408475,126023155.50766163,0.004770253756896303,118923058.80343513,0.0,0.25945259915296215,3462461.510530962,6320800.309666242,0.002086017735427026,20438517.347281642,25037214.086173728,0.022557854717987953,604800000.0,0.0
1194,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,5,7,2,3,3,0,1,6,0,0,9,0,0,1,0.0,238400207.85263282,0.0,3421037.2840904007,150581511.46309096,0.004083032637279235,52133924.69330308,52771009.1301844,0.11427801263316979,8216266.555499479,18144080.211109996,0.004983224876560569,59088815.999980696,25037214.086173728,0.06577996119689442,302400000.0,0.0
1195,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,1,0,2,4,0,0,5,0,0,7,0,0,2,0.0,100714900.1874114,0.0,12997170.89016079,99885909.50154212,0.015028405350446142,20709782.16385068,28798397.130608946,0.04532468324367311,10044230.963428052,14261651.781499248,0.006077938885268065,61985903.74942507,27578229.96765524,0.06878034219004203,30700000.0,0.0
1196,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,5,0,5,0,1,6,1,2,3,0,1,4,0,0,4,0.0,117818559.7239252,0.0,9689478.95370895,106547043.08732629,0.004033949810344476,0.0,69988963.81099284,0.0,7753915.513278512,16347288.792964684,0.0017472661223159546,67022585.38742456,33377116.55719709,0.026759136836283164,884000000.0,3148.2272539615
1197,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,6,3,1,1,7,1,6,0,7,1,0,0,0,4,7202682.504216836,148992572.8637129,0.0022753094920113914,6506063.587677449,156208672.64369372,0.002760915734957571,8500964.519696882,52771009.1301844,0.006722985861343754,0.0,22258486.725668453,0.0,82548684.13955754,33377116.55719709,0.03307007257601488,286800000.0,3593.699342520524
1198,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,3,2,1,0,5,0,3,2,1,1,2,4,7,4,0.0,119045917.89979702,0.0,8924359.897127923,99685318.93337613,0.010432537278829172,12159638.9440091,48716867.66610375,0.026472417850730803,148720.16995741133,20699316.18745729,9.543336894318073e-05,0.0,132229761.24088266,0.0,1061400000.0,0.0
1199,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,6,6,3,2,7,0,2,0,7,0,0,7,3,129363808.0791223,60717312.84309486,0.11008454725322078,0.0,182511579.08130905,0.0,0.0,62267437.976033404,0.0,0.0,14261651.781499248,0.0,0.0,82593104.13074732,0.0,408000000.0,0.0
1200,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,7,1,2,7,7,1,8,5,5,7,0,4,0,7,0,0.0,158247805.46284032,0.0,0.0,227287810.2552685,0.0,0.0,119537289.95138481,0.0,0.0,26527642.362493023,0.0,6109909.467420475,44193513.54513965,0.006757640001814532,962500000.0,0.0
1201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,2,3,1,0,4,5,0,0,0,0,3,0.0,72222705.9376919,0.0,567748.7283180743,151797120.6679083,0.0006872211196170678,24985810.184316073,47604893.24040605,0.05558762583103149,0.0,11068771.68625446,0.0,85106968.94803141,30351526.042379983,0.09458889970187495,0.0,0.0
1202,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3,9,10,3,9,1,2,6,0,4,7,7,3,0,0,0,0.0,294031121.47359616,0.0,0.0,201659050.98047903,0.0,0.0,63699598.27434066,0.0,0.0,45835762.945968896,0.0,53619785.42293392,0.0,0.007160925046830426,461900000.0,4140.066198026396
1203,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,2,0,6,1,2,5,4,1,1,2,0,0,0,7,7,4,0.0,100714900.1874114,0.0,2020815.5340104583,173865304.48421052,0.0003600631505383464,7431466.854367727,65000908.30641317,0.0024533424250801445,6902897.739454787,0.0,0.0006310199813982563,0.0,153530015.84790388,0.0,978500000.0,912.7919483620566
1204,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,9,8,9,6,7,6,7,5,1,3,0,1,71884586.54377799,66507014.9338145,0.022090527997591126,0.0,359289632.9006884,0.0,0.0,121861417.61353019,0.0,0.0,37725187.44862177,0.0,0.0,58044072.09764524,0.0,61400000.0,565.7594261993435
1205,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,0,0,0,6,0,1,1,0,4,0,0,6,0.0,186208010.72526482,0.0,61717578.33944182,0.0,0.07077474690426461,0.0,56232105.137590505,0.0,0.0,16347288.792964684,0.0,8893429.887914136,40273672.383724004,0.009770703450119288,302400000.0,0.0
1206,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,3,2,0,0,3,7,5,5,0,0,2,0.0,0.0,0.0,0.0,182511579.08130905,0.0,34599636.34207818,24198032.45136138,0.07603435497926643,0.0,44831030.76738851,0.0,6503993.335355822,27578229.96765524,0.0072169521443157785,595100000.0,0.0
1207,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,2,0,5,4,7,0,7,3,0,0,0,194045712.11868346,0.0,0.16512682087983116,0.0,82526679.5239558,0.0,0.0,106337197.36717674,0.0,0.0,24956580.074387155,0.0,11040470.099101907,0.0,0.012225812700840076,542900000.0,0.0
1208,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,1,1,0,4,4,6,7,0,0,7,1,1,7,64681904.03956115,92648501.6727509,0.05504227362661039,4485248.053666991,93427003.66768599,0.005268789371293166,0.0,110206469.56618594,0.0,3224520.5167723293,14261651.781499248,0.001977270823505425,1263652.8607439604,98195347.52902988,0.00142291099519445,286800000.0,0.0
1209,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,4,5,0,0,1,0,0,0,0,3,6,7,4,1,0.0,194778344.05993843,0.0,47666788.13069523,38245121.951764055,0.05488224040553424,106391072.84677526,0.0,0.23070606868617724,2028956.201259358,22374727.640758883,0.0011750313878656291,0.0,122653711.08936381,0.0,520200000.0,0.0
1210,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,10,7,7,2,0,0,1,0,2,6,1,7,0,6,6,0.0,311089523.361342,0.0,6108658.051509649,42818415.6714978,0.007306475776918676,25887224.449293993,43224599.14167526,0.05732074707193604,0.0,38362359.90018903,0.0,8214600.186651608,89542814.51096618,0.009066009298030548,205800000.0,0.0
1211,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,7,3,3,0,3,0,0,1,7,0,1,0,7,1,0.0,167355240.67253488,0.0,1135497.4566361485,100759376.17493644,0.0013744422392341356,91774944.29444812,20299287.62732069,0.20076221235082384,0.0,22258486.725668453,0.0,10219258.673640821,75869639.77914998,0.011278927358993976,302400000.0,0.0
1212,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,5,4,5,1,1,0,0,0,0,7,2,1,0,1,2,0.0,183603921.04028857,0.0,13363810.472581487,77797112.44472042,0.015865141077249637,85201496.0239192,0.0,0.18651842856762058,0.0,32090609.224667348,0.0,25874083.593884375,53557815.768892445,0.028565542396108857,558500000.0,0.0
1213,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,5,7,4,4,0,6,5,0,0,0,0,9,3,129363808.0791223,53972506.18695759,0.039630437011159474,0.0,218040838.5480165,0.0,0.0,66629563.55863415,0.0,3435593.8694664696,0.0,0.0007704352708012483,3680156.6997006354,94182724.21680857,0.001467097524100809,286800000.0,1268.0631272493379
1214,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,6,1,6,2,0,7,2,3,7,3,0.0,32694901.094161935,0.0,6472726.271579248,148432968.6674199,0.0027335912501891425,3772910.2323248023,80816885.36789525,0.0029765118335979652,130869.28713022318,23537919.412238494,2.7410194770466865e-05,0.0,121704075.57588035,0.0,1138000000.0,312.27983477473117
1215,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6,0,2,0,0,0,3,7,3,0.0,32694901.094161935,0.0,30515299.30163836,77797112.44472042,0.03537369074139194,0.0,58517988.01954745,0.0,12641247.97377446,0.0,0.0076948803855392146,0.0,121704075.57588035,0.0,387000000.0,0.0
1216,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,4,0,1,5,0,0,6,6,0,0,7,0,5,0.0,164796878.60324055,0.0,27094262.01754796,99685318.93337613,0.0037548789724935238,72994365.1702824,31398797.71871161,0.019021100299583676,0.0,12586457.998778107,0.0,0.0,90595441.88119246,0.0,169200000.0,5794.7239677608995
1217,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7,6,0,2,0,6,7,5,7,7,0,0,0,1,0.0,144956226.29360634,0.0,15017986.424171248,42818415.6714978,0.01742882635403512,0.0,117836656.71301767,0.0,0.0,32304948.475029543,0.0,92513882.13269763,25037214.086173728,0.10296102952453974,371400000.0,0.0
1218,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,3,0,0,4,1,6,0,7,0,0,3,1,1,0,0,0,0.0,47847947.961454235,0.0,6521735.904400687,106547043.08732629,0.00092388909632294,0.0,34221561.73832255,0.0,0.0,22674612.19534176,0.0,124113935.90538344,0.0,0.016588383030949692,1117000000.0,10006.957247857803
1219,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,2,7,0,7,0,5,1,0,2,0,7,0,0,0.0,142620835.55407643,0.0,0.0,166071355.5283289,0.0,39641019.601145044,52811167.63503672,0.08648419971765405,4924274.837067233,7332080.219521779,0.0031333829840941257,0.0,44193513.54513965,0.0,217800000.0,0.0
1220,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,3,4,3,3,9,7,1,0,7,6,1,6,0,0,0,7,0.0,149728694.44354364,0.0,0.0,254666886.17938054,0.0,17299818.17103909,73946120.41768885,0.004562061298755986,0.0,19337348.34775413,0.0,20462391.305578895,44193513.54513965,0.002730142844771637,595100000.0,2516.6497508278335
1221,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,3,0,2,5,3,6,0,6,0,3,7,4,5,14405365.008433672,76431543.68310125,0.004550618984022783,16768557.855124049,106358076.75473303,0.006981101864328367,0.0,58926842.49039639,0.0,0.0,22928006.72310114,0.0,0.0,139497823.77407175,0.0,377300000.0,683.7883098817631
1222,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,4,2,2,6,0,0,1,2,6,1,3,3,1,0,7,0.0,136038794.21624202,0.0,0.0,66045103.44010488,0.0,12347101.152342878,77953409.18071027,0.027215702574672342,0.0,24732500.84179449,0.0,9592180.170149708,70740857.80294001,0.010746499874891863,1409700000.0,0.0
1223,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,3,7,5,5,0,0,4,0,3,3,0,2,1,0,0,2,0.0,217198541.196981,0.0,41145052.22629455,53358573.6002109,0.005661979752341168,33396707.67649287,50962397.12067895,0.008663627942757593,2028956.201259358,14092235.304915495,0.00014100376654387547,20180087.390224326,27578229.96765524,0.0027063297045344507,520200000.0,6309.728603152279
1224,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,1,1,4,1,5,0,0,0,4,0,0,0,0,0,0,0.0,117680843.07115024,0.0,6521735.904400687,99685318.93337613,0.00092388909632294,79238677.09493458,26403379.542306438,0.020735576322944572,11188045.306547206,0.0,0.000816698685039564,47987929.44009315,0.0,0.006363210350320314,604800000.0,9449.398064437062
1225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,3,5,3,0,0,2,7,0,2,3,0,0,0.0,133525995.04972324,0.0,567748.7283180743,176150639.31065077,8.246653435404813e-05,87955818.25616404,22167818.198803753,0.023079428050353342,0.0,23537919.412238494,0.0,0.0,30351526.042379983,0.0,0.0,4817.796528678652
1226,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,3,2,7,6,2,4,1,6,0,1,0,0,0,0,0.0,119045917.89979702,0.0,0.0,223145243.47532117,0.0,0.0,86765512.49201444,0.0,2769570.658119615,6320800.309666242,0.0017474494995944855,9983417.494698506,0.0,0.011018915934645063,708700000.0,0.0
1227,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7,6,4,0,0,1,0,0,0,0,3,1,0,4,1,0.0,219012720.1300152,0.0,47666788.13069523,38245121.951764055,0.05488224040553424,106391072.84677526,0.0,0.23070606868617724,2028956.201259358,15444563.06553661,0.0011750313878656291,4446714.943957068,62015940.60605301,0.004885351725059644,604800000.0,0.0
1228,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,7,7,6,0,6,1,0,0,1,0.0,0.0,0.0,61717578.33944182,0.0,0.008492969628511753,0.0,127775366.75848815,0.0,0.0,20319063.206658736,0.0,8893429.887914136,25037214.086173728,0.0011724844140143147,1032400000.0,4800.675466322125
1229,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,6,3,2,0,0,0,0,7,0,0,0,3,129363808.0791223,60717312.84309486,0.11008454725322078,0.0,182511579.08130905,0.0,19345661.015120674,0.0,0.04244696792595686,0.0,14261651.781499248,0.0,0.0,30351526.042379983,0.0,377300000.0,0.0
1230,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7,6,0,1,0,6,7,6,0,7,0,0,0,1,64681904.03956115,144956226.29360634,0.05504227362661039,12890581.923496414,38245121.951764055,0.014954715113197235,0.0,121861417.61353019,0.0,0.0,14261651.781499248,0.0,57894141.264664344,25037214.086173728,0.06451068079447764,286800000.0,0.0
1231,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,2,2,2,0,1,0,0,7,0,7,7,4,136566490.58333915,32694901.094161935,0.04190574650317087,0.0,137590968.2071998,0.0,13411680.842902286,20299287.62732069,0.01065447798333562,0.0,14261651.781499248,0.0,0.0,153530015.84790388,0.0,377300000.0,1409.529788882135
1232,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,3,6,7,1,0,1,4,4,7,1,1,3,2,3,7,5,0.0,194679164.47450042,0.0,3797648.999059041,93427003.66768599,0.0005202094862427545,0.0,94923950.62609406,0.0,0.0,23449870.106326394,0.0,0.0,130555104.52587709,0.0,1669300000.0,253.04468748232807
1233,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,6,4,5,0,7,3,3,0,1,0,3,4,0,0,0,0.0,194778344.05993843,0.0,10976355.356150331,133844205.0086204,0.012627984346857166,0.0,46650169.32145682,0.0,0.0,19176830.963968083,0.0,115805949.46929914,0.0,0.1288692722097596,1101400000.0,0.0
1234,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,8,0,5,3,3,0,1,6,4,1,0,0,7,8,5,0.0,146916360.94854027,0.0,0.0,100759376.17493644,0.0,8515365.730878303,86175555.67869377,0.01873206130303944,7782495.286349276,6320800.309666242,0.005157503636738232,0.0,166219914.9069785,0.0,720100000.0,0.0
1235,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,7,3,0,5,4,0,1,5,0,0,7,0,0,1,0.0,209532275.56374696,0.0,10976355.356150331,122529913.13437451,0.012627984346857166,16961363.27942334,50081750.628976494,0.03717139073823646,10080577.08624047,14261651.781499248,0.006117223209978201,72019391.48064324,25037214.086173728,0.08003043373892668,30700000.0,0.0
1236,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,4,6,3,0,0,1,0,0,6,0,1,0,0,7,5,0.0,176479616.8250004,0.0,47666788.13069523,38245121.951764055,0.006585868848664108,66793415.35298574,31398797.71871161,0.017327255885515185,3843137.6993061365,6320800.309666242,0.00028253767873904074,4446714.943957068,90595441.88119246,0.0005862422070071573,387000000.0,7520.420538904182
1237,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,3,0,6,6,1,7,10,4,7,1,1,4,0,0,0,0.0,109448217.91765803,0.0,0.0,205588506.2755974,0.0,0.0,135938505.915125,0.0,0.0,23226689.948099688,0.0,18329728.402261425,0.0,0.020272920005443597,1676900000.0,0.0
1238,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,1,1,7,3,7,0,3,5,0,0,4,0,1,2,0.0,142079239.3148653,0.0,0.0,236437375.69434392,0.0,12263784.61530564,56050655.355505094,0.026885353808476092,10841664.325638324,9695195.36216505,0.006702454647007826,40006268.93805194,53557815.768892445,0.04450537531734365,248500000.0,0.0
1239,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,7,6,0,0,1,7,0,0,0,2,6,7,0,2,7202682.504216836,182604405.67073452,0.006320304144476086,26437958.765967652,38245121.951764055,0.0305247580650075,0.0,34221561.73832255,0.0,1958111.0955029544,20793414.8415654,0.00116009823457462,0.0,79084435.94406682,0.0,286800000.0,0.0
1240,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,5,7,0,0,0,1,1,0,2,0,7,0,3,0.0,163770928.24047652,0.0,0.0,73315450.27094865,0.0,60807703.74717703,41292219.28177295,0.1336381802841395,3190928.12760409,7332080.219521779,0.001928844272035987,0.0,82593104.13074732,0.0,302400000.0,0.0
1241,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6,8,0,0,4,0,0,2,6,7,4,7,0,4,0.0,192017666.28463632,0.0,41145052.22629455,53358573.6002109,0.005661979752341168,75467194.4068597,22167818.198803753,0.019650476003631553,0.0,45039276.5400175,0.0,0.0,86420965.59927613,0.0,169200000.0,6872.075047750123
1242,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,7,1,5,0,3,1,7,2,0,0,1,2,0,0,1,0.0,180120614.91322458,0.0,6354913.596108067,90143923.5488522,0.007319260049031714,0.0,62267437.976033404,0.0,7814931.925334416,13903423.98391871,0.004919465953896528,88342730.62095293,25037214.086173728,0.09836307129289458,884000000.0,0.0
1243,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,2,7,0,4,7,6,3,5,7,0,2,0,0,0,0.0,110130504.5881955,0.0,6354913.596108067,137220471.0599543,0.007319260049031714,0.0,99968847.12278569,0.0,0.0,23537919.412238494,0.0,124113935.90538344,0.0,0.1382365252579141,837700000.0,0.0
1244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,8,0,3,5,0,0,0,6,3,14405365.008433672,66507014.9338145,0.012640608288952172,23993563.397237673,88613111.95505467,0.02767461493870077,0.0,68945584.72862397,0.0,0.0,11068771.68625446,0.0,4446714.943957068,77404471.7832109,0.004885351725059644,0.0,0.0
1245,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,1,4,2,9,2,0,0,0,0,0,0,0,0,0,0.0,172107283.1314149,0.0,3421037.2840904007,201030620.09861416,0.004083032637279235,118923058.80343513,0.0,0.25945259915296215,8562647.536408361,0.0,0.005086592604882444,30657776.020922463,0.0,0.03383678207698193,471600000.0,0.0
1246,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,5,7,1,1,4,0,0,7,0.0,32694901.094161935,0.0,26657432.7278053,0.0,0.0305273460391138,0.0,91946991.35092777,0.0,0.0,23226689.948099688,0.0,0.0,44193513.54513965,0.0,1646200000.0,0.0
1247,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,3,2,0,1,0,0,7,0,3,7,4,0.0,0.0,0.0,0.0,172028317.80878067,0.0,42077337.01276208,20299287.62732069,0.09277893140517414,969091.32257086,14261651.781499248,0.0005795022072550367,0.0,125937902.45636173,0.0,595100000.0,0.0
1248,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,7,6,0,1,0,6,7,6,0,4,1,0,0,0,64681904.03956115,144956226.29360634,0.006605072835193246,30770277.34085156,38245121.951764055,0.004249971874394276,0.0,121861417.61353019,0.0,0.0,16925244.491970196,0.0,77246633.75939222,0.0,0.010281868966907373,512200000.00000006,9044.16474371976
1249,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,6,1,2,2,0,0,0,0,7,0,7,1,3,129363808.0791223,60717312.84309486,0.039630437011159474,537386.1162320189,129886219.76334889,0.000222513294607341,19345661.015120674,0.0,0.015280908453344469,0.0,14261651.781499248,0.0,0.0,115581377.23133813,0.0,377300000.0,1512.6844267819476
1250,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,5,1,5,1,1,4,4,1,0,3,7,194045712.11868346,0.0,0.01981521850557974,10001271.832090797,104651657.86617124,0.0013556381306066335,0.0,77644475.05391562,0.0,0.0,29055140.81460571,0.0,0.0,79232000.72221279,0.0,377300000.0,3723.0886779481566
1251,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,3,7,2,1,3,0,1,1,7,0,0,0,5,129363808.0791223,42291505.65437629,0.11008454725322078,0.0,179237237.8274835,0.0,0.0,46650169.32145682,0.0,0.0,21069784.935395602,0.0,0.0,36676675.840294495,0.0,529200000.0,0.0
1252,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,7,6,7,2,3,3,3,1,6,0,0,6,0,0,0,0.0,250418129.4142797,0.0,2020815.5340104583,150581511.46309096,0.0024004210035889753,0.0,82565692.51492499,0.0,10922696.899803296,12586457.998778107,0.006790037852843123,97844133.69846669,0.0,0.10863549868392935,720100000.0,0.0
1253,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9,10,5,0,4,0,0,0,3,0,3,4,7,5,5,0.0,316148499.5045892,0.0,20572526.113147274,53358573.6002109,0.023591582301421537,49146533.63063884,24198032.45136138,0.10720373664436463,613802.9661748549,19176830.963968083,0.00034996271254568825,0.0,145485981.7145654,0.0,473900000.0,0.0
1254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,1,1,0,0,6,1,0,7,0,1,6,0.0,166809149.72620058,0.0,30515299.30163836,77797112.44472042,0.03537369074139194,72994365.1702824,31398797.71871161,0.1585091691631973,304122.8325307541,21069784.935395602,0.00019524343356643907,4446714.943957068,66687072.31506137,0.004885351725059644,0.0,0.0
1255,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,2,6,0,0,2,1,2,7,4,5,1,5,3,0,0,7,0.0,60717312.84309486,0.0,0.0,131081471.76130262,0.0,0.0,109301871.02003656,0.0,150147.66377555768,28109350.119659707,1.4546439094245702e-05,35746523.61528928,44193513.54513965,0.0059674375390253555,1463500000.0,2231.6666698614154
1256,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,7,8,7,1,2,1,7,3,0,0,0,1,3,1,1,0.0,277462185.1407491,0.0,4485248.053666991,124827903.5097079,0.005268789371293166,0.0,64835987.44502628,0.0,13499247.80482245,6320800.309666242,0.008490167619218988,0.0,86682896.14650115,0.0,937900000.0,0.0
